sprite,dx,dz,origin,distance
47,0,1,0,1
47,0,16,0,16
47,0,32,0,32
47,0,64,0,64
47,1,-64,0,64
47,1,-32,0,32
47,1,-16,0,16
47,1,-1,0,1
47,1,0,0,1
47,1,1,0,1
47,1,16,0,16
47,1,32,0,32
47,1,64,0,64
47,16,-64,0,66
47,16,-32,0,36
47,16,-16,0,22
47,16,-1,0,16
47,16,0,0,16
47,16,1,0,16
47,16,16,0,22
47,16,32,0,36
47,16,64,0,66
47,32,-64,0,72
47,32,-32,0,44
47,32,-16,0,36
47,32,-1,0,32
47,32,0,0,32
47,32,1,0,32
47,32,16,0,36
47,32,32,0,44
47,32,64,0,72
47,64,-64,0,88
47,64,-32,0,72
47,64,-16,0,66
47,64,-1,0,64
47,64,0,0,64
47,64,1,0,64
47,64,16,0,66
47,64,32,0,72
47,64,64,0,88
48,-64,-64,0,88
48,-64,-32,0,72
48,-64,-16,0,66
48,-64,-1,0,64
48,-64,0,0,64
48,-64,1,0,64
48,-64,16,0,66
48,-64,32,0,72
48,-64,64,0,88
48,-32,-64,0,72
48,-32,-32,0,44
48,-32,-16,0,36
48,-32,-1,0,32
48,-32,0,0,32
48,-32,1,0,32
48,-32,16,0,36
48,-32,32,0,44
48,-32,64,0,72
48,-16,-64,0,66
48,-16,-32,0,36
48,-16,-16,0,22
48,-16,-1,0,16
48,-16,0,0,16
48,-16,1,0,16
48,-16,16,0,22
48,-16,32,0,36
48,-16,64,0,66
48,-1,-64,0,64
48,-1,-32,0,32
48,-1,-16,0,16
48,-1,-1,0,1
48,-1,0,0,1
48,-1,1,0,1
48,-1,16,0,16
48,-1,32,0,32
48,-1,64,0,64
48,0,-64,0,64
48,0,-32,0,32
48,0,-16,0,16
48,0,-1,0,1
48,0,0,0,0
48,0,1,0,1
48,0,16,0,16
48,0,32,0,32
48,0,64,0,64
48,1,-64,0,64
48,1,-32,0,32
48,1,-16,0,16
48,1,-1,0,1
48,1,0,0,1
48,1,1,0,1
48,1,16,0,16
48,1,32,0,32
48,1,64,0,64
48,16,-64,0,66
48,16,-32,0,36
48,16,-16,0,22
48,16,-1,0,16
48,16,0,0,16
48,16,1,0,16
48,16,16,0,22
48,16,32,0,36
48,16,64,0,66
48,32,-64,0,72
48,32,-32,0,44
48,32,-16,0,36
48,32,-1,0,32
48,32,0,0,32
48,32,1,0,32
48,32,16,0,36
48,32,32,0,44
48,32,64,0,72
48,64,-64,0,88
48,64,-32,0,72
48,64,-16,0,66
48,64,-1,0,64
48,64,0,0,64
48,64,1,0,64
48,64,16,0,66
48,64,32,0,72
48,64,64,0,88
49,-64,-64,0,88
49,-64,-32,0,72
49,-64,-16,0,66
49,-64,-1,0,64
49,-64,0,0,64
49,-64,1,0,64
49,-64,16,0,66
49,-64,32,0,72
49,-64,64,0,88
49,-32,-64,0,72
49,-32,-32,0,44
49,-32,-16,0,36
49,-32,-1,0,32
49,-32,0,0,32
49,-32,1,0,32
49,-32,16,0,36
49,-32,32,0,44
49,-32,64,0,72
49,-16,-64,0,66
49,-16,-32,0,36
49,-16,-16,0,22
49,-16,-1,0,16
49,-16,0,0,16
49,-16,1,0,16
49,-16,16,0,22
49,-16,32,0,36
49,-16,64,0,66
49,-1,-64,0,64
49,-1,-32,0,32
49,-1,-16,0,16
49,-1,-1,0,1
49,-1,0,0,1
49,-1,1,0,1
49,-1,16,0,16
49,-1,32,0,32
49,-1,64,0,64
49,0,-64,0,64
49,0,-32,0,32
49,0,-16,0,16
49,0,-1,0,1
49,0,0,0,0
49,0,1,0,1
49,0,16,0,16
49,0,32,0,32
49,0,64,0,64
49,1,-64,0,64
49,1,-32,0,32
49,1,-16,0,16
49,1,-1,0,1
49,1,0,0,1
49,1,1,0,1
49,1,16,0,16
49,1,32,0,32
49,1,64,0,64
49,16,-64,0,66
49,16,-32,0,36
49,16,-16,0,22
49,16,-1,0,16
49,16,0,0,16
49,16,1,0,16
49,16,16,0,22
49,16,32,0,36
49,16,64,0,66
49,32,-64,0,72
49,32,-32,0,44
49,32,-16,0,36
49,32,-1,0,32
49,32,0,0,32
49,32,1,0,32
49,32,16,0,36
49,32,32,0,44
49,32,64,0,72
49,64,-64,0,88
49,64,-32,0,72
49,64,-16,0,66
49,64,-1,0,64
49,64,0,0,64
49,64,1,0,64
49,64,16,0,66
49,64,32,0,72
49,64,64,0,88
50,-64,-64,1,88
50,-64,-32,1,71
50,-64,-16,1,65
50,-64,-1,1,63
50,-64,0,1,63
50,-64,1,1,63
50,-64,16,1,65
50,-64,32,1,71
50,-64,64,1,88
50,-32,-64,1,72
50,-32,-32,1,44
50,-32,-16,1,35
50,-32,-1,1,31
50,-32,0,1,31
50,-32,1,1,31
50,-32,16,1,35
50,-32,32,1,44
50,-32,64,1,72
50,-16,-64,1,67
50,-16,-32,1,36
50,-16,-16,1,22
50,-16,-1,1,15
50,-16,0,1,15
50,-16,1,1,15
50,-16,16,1,22
50,-16,32,1,36
50,-16,64,1,67
50,-1,-64,1,64
50,-1,-32,1,32
50,-1,-16,1,16
50,-1,-1,1,1
50,-1,0,1,0
50,-1,1,1,1
50,-1,16,1,16
50,-1,32,1,32
50,-1,64,1,64
50,0,-64,1,64
50,0,-32,1,32
50,0,-16,1,16
50,0,-1,1,1
50,0,0,1,1
50,0,1,1,1
50,0,16,1,16
50,0,32,1,32
50,0,64,1,64
50,1,-64,1,65
50,1,-32,1,33
50,1,-16,1,17
50,1,-1,1,2
50,1,0,1,2
50,1,1,1,2
50,1,16,1,17
50,1,32,1,33
50,1,64,1,65
50,16,-64,1,66
50,16,-32,1,36
50,16,-16,1,23
50,16,-1,1,17
50,16,0,1,17
50,16,1,1,17
50,16,16,1,23
50,16,32,1,36
50,16,64,1,66
50,32,-64,1,72
50,32,-32,1,45
50,32,-16,1,37
50,32,-1,1,33
50,32,0,1,33
50,32,1,1,33
50,32,16,1,37
50,32,32,1,45
50,32,64,1,72
50,64,-64,1,89
50,64,-32,1,73
50,64,-16,1,67
50,64,-1,1,65
50,64,0,1,65
50,64,1,1,65
50,64,16,1,67
50,64,32,1,73
50,64,64,1,89
51,-64,-64,0,88
51,-64,-32,0,72
51,-64,-16,0,66
51,-64,-1,0,64
51,-64,0,0,64
51,-64,1,0,64
51,-64,16,0,66
51,-64,32,0,72
51,-64,64,0,88
51,-32,-64,0,72
51,-32,-32,0,44
51,-32,-16,0,36
51,-32,-1,0,32
51,-32,0,0,32
51,-32,1,0,32
51,-32,16,0,36
51,-32,32,0,44
51,-32,64,0,72
51,-16,-64,0,66
51,-16,-32,0,36
51,-16,-16,0,22
51,-16,-1,0,16
51,-16,0,0,16
51,-16,1,0,16
51,-16,16,0,22
51,-16,32,0,36
51,-16,64,0,66
51,-1,-64,0,64
51,-1,-32,0,32
51,-1,-16,0,16
51,-1,-1,0,1
51,-1,0,0,1
51,-1,1,0,1
51,-1,16,0,16
51,-1,32,0,32
51,-1,64,0,64
51,0,-64,0,64
51,0,-32,0,32
51,0,-16,0,16
51,0,-1,0,1
51,0,0,0,0
51,0,1,0,1
51,0,16,0,16
51,0,32,0,32
51,0,64,0,64
51,1,-64,0,64
51,1,-32,0,32
51,1,-16,0,16
51,1,-1,0,1
51,1,0,0,1
51,1,1,0,1
51,1,16,0,16
51,1,32,0,32
51,1,64,0,64
51,16,-64,0,66
51,16,-32,0,36
51,16,-16,0,22
51,16,-1,0,16
51,16,0,0,16
51,16,1,0,16
51,16,16,0,22
51,16,32,0,36
51,16,64,0,66
51,32,-64,0,72
51,32,-32,0,44
51,32,-16,0,36
51,32,-1,0,32
51,32,0,0,32
51,32,1,0,32
51,32,16,0,36
51,32,32,0,44
51,32,64,0,72
51,64,-64,0,88
51,64,-32,0,72
51,64,-16,0,66
51,64,-1,0,64
51,64,0,0,64
51,64,1,0,64
51,64,16,0,66
51,64,32,0,72
51,64,64,0,88
52,-64,-64,0,88
52,-64,-32,0,72
52,-64,-16,0,66
52,-64,-1,0,64
52,-64,0,0,64
52,-64,1,0,64
52,-64,16,0,66
52,-64,32,0,72
52,-64,64,0,88
52,-32,-64,0,72
52,-32,-32,0,44
52,-32,-16,0,36
52,-32,-1,0,32
52,-32,0,0,32
52,-32,1,0,32
52,-32,16,0,36
52,-32,32,0,44
52,-32,64,0,72
52,-16,-64,0,66
52,-16,-32,0,36
52,-16,-16,0,22
52,-16,-1,0,16
52,-16,0,0,16
52,-16,1,0,16
52,-16,16,0,22
52,-16,32,0,36
52,-16,64,0,66
52,-1,-64,0,64
52,-1,-32,0,32
52,-1,-16,0,16
52,-1,-1,0,1
52,-1,0,0,1
52,-1,1,0,1
52,-1,16,0,16
52,-1,32,0,32
52,-1,64,0,64
52,0,-64,0,64
52,0,-32,0,32
52,0,-16,0,16
52,0,-1,0,1
52,0,0,0,0
52,0,1,0,1
52,0,16,0,16
52,0,32,0,32
52,0,64,0,64
52,1,-64,0,64
52,1,-32,0,32
52,1,-16,0,16
52,1,-1,0,1
52,1,0,0,1
52,1,1,0,1
52,1,16,0,16
52,1,32,0,32
52,1,64,0,64
52,16,-64,0,66
52,16,-32,0,36
52,16,-16,0,22
52,16,-1,0,16
52,16,0,0,16
52,16,1,0,16
52,16,16,0,22
52,16,32,0,36
52,16,64,0,66
52,32,-64,0,72
52,32,-32,0,44
52,32,-16,0,36
52,32,-1,0,32
52,32,0,0,32
52,32,1,0,32
52,32,16,0,36
52,32,32,0,44
52,32,64,0,72
52,64,-64,0,88
52,64,-32,0,72
52,64,-16,0,66
52,64,-1,0,64
52,64,0,0,64
52,64,1,0,64
52,64,16,0,66
52,64,32,0,72
52,64,64,0,88
53,-64,-64,0,88
53,-64,-32,0,72
53,-64,-16,0,66
53,-64,-1,0,64
53,-64,0,0,64
53,-64,1,0,64
53,-64,16,0,66
53,-64,32,0,72
53,-64,64,0,88
53,-32,-64,0,72
53,-32,-32,0,44
53,-32,-16,0,36
53,-32,-1,0,32
53,-32,0,0,32
53,-32,1,0,32
53,-32,16,0,36
53,-32,32,0,44
53,-32,64,0,72
53,-16,-64,0,66
53,-16,-32,0,36
53,-16,-16,0,22
53,-16,-1,0,16
53,-16,0,0,16
53,-16,1,0,16
53,-16,16,0,22
53,-16,32,0,36
53,-16,64,0,66
53,-1,-64,0,64
53,-1,-32,0,32
53,-1,-16,0,16
53,-1,-1,0,1
53,-1,0,0,1
53,-1,1,0,1
53,-1,16,0,16
53,-1,32,0,32
53,-1,64,0,64
53,0,-64,0,64
53,0,-32,0,32
53,0,-16,0,16
53,0,-1,0,1
53,0,0,0,0
53,0,1,0,1
53,0,16,0,16
53,0,32,0,32
53,0,64,0,64
53,1,-64,0,64
53,1,-32,0,32
53,1,-16,0,16
53,1,-1,0,1
53,1,0,0,1
53,1,1,0,1
53,1,16,0,16
53,1,32,0,32
53,1,64,0,64
53,16,-64,0,66
53,16,-32,0,36
53,16,-16,0,22
53,16,-1,0,16
53,16,0,0,16
53,16,1,0,16
53,16,16,0,22
53,16,32,0,36
53,16,64,0,66
53,32,-64,0,72
53,32,-32,0,44
53,32,-16,0,36
53,32,-1,0,32
53,32,0,0,32
53,32,1,0,32
53,32,16,0,36
53,32,32,0,44
53,32,64,0,72
53,64,-64,0,88
53,64,-32,0,72
53,64,-16,0,66
53,64,-1,0,64
53,64,0,0,64
53,64,1,0,64
53,64,16,0,66
53,64,32,0,72
53,64,64,0,88
54,-64,-64,0,88
54,-64,-32,0,72
54,-64,-16,0,66
54,-64,-1,0,64
54,-64,0,0,64
54,-64,1,0,64
54,-64,16,0,66
54,-64,32,0,72
54,-64,64,0,88
54,-32,-64,0,72
54,-32,-32,0,44
54,-32,-16,0,36
54,-32,-1,0,32
54,-32,0,0,32
54,-32,1,0,32
54,-32,16,0,36
54,-32,32,0,44
54,-32,64,0,72
54,-16,-64,0,66
54,-16,-32,0,36
54,-16,-16,0,22
54,-16,-1,0,16
54,-16,0,0,16
54,-16,1,0,16
54,-16,16,0,22
54,-16,32,0,36
54,-16,64,0,66
54,-1,-64,0,64
54,-1,-32,0,32
54,-1,-16,0,16
54,-1,-1,0,1
54,-1,0,0,1
54,-1,1,0,1
54,-1,16,0,16
54,-1,32,0,32
54,-1,64,0,64
54,0,-64,0,64
54,0,-32,0,32
54,0,-16,0,16
54,0,-1,0,1
54,0,0,0,0
54,0,1,0,1
54,0,16,0,16
54,0,32,0,32
54,0,64,0,64
54,1,-64,0,64
54,1,-32,0,32
54,1,-16,0,16
54,1,-1,0,1
54,1,0,0,1
54,1,1,0,1
54,1,16,0,16
54,1,32,0,32
54,1,64,0,64
54,16,-64,0,66
54,16,-32,0,36
54,16,-16,0,22
54,16,-1,0,16
54,16,0,0,16
54,16,1,0,16
54,16,16,0,22
54,16,32,0,36
54,16,64,0,66
54,32,-64,0,72
54,32,-32,0,44
54,32,-16,0,36
54,32,-1,0,32
54,32,0,0,32
54,32,1,0,32
54,32,16,0,36
54,32,32,0,44
54,32,64,0,72
54,64,-64,0,88
54,64,-32,0,72
54,64,-16,0,66
54,64,-1,0,64
54,64,0,0,64
54,64,1,0,64
54,64,16,0,66
54,64,32,0,72
54,64,64,0,88
55,-64,-64,0,88
55,-64,-32,0,72
55,-64,-16,0,66
55,-64,-1,0,64
55,-64,0,0,64
55,-64,1,0,64
55,-64,16,0,66
55,-64,32,0,72
55,-64,64,0,88
55,-32,-64,0,72
55,-32,-32,0,44
55,-32,-16,0,36
55,-32,-1,0,32
55,-32,0,0,32
55,-32,1,0,32
55,-32,16,0,36
55,-32,32,0,44
55,-32,64,0,72
55,-16,-64,0,66
55,-16,-32,0,36
55,-16,-16,0,22
55,-16,-1,0,16
55,-16,0,0,16
55,-16,1,0,16
55,-16,16,0,22
55,-16,32,0,36
55,-16,64,0,66
55,-1,-64,0,64
55,-1,-32,0,32
55,-1,-16,0,16
55,-1,-1,0,1
55,-1,0,0,1
55,-1,1,0,1
55,-1,16,0,16
55,-1,32,0,32
55,-1,64,0,64
55,0,-64,0,64
55,0,-32,0,32
55,0,-16,0,16
55,0,-1,0,1
55,0,0,0,0
55,0,1,0,1
55,0,16,0,16
55,0,32,0,32
55,0,64,0,64
55,1,-64,0,64
55,1,-32,0,32
55,1,-16,0,16
55,1,-1,0,1
55,1,0,0,1
55,1,1,0,1
55,1,16,0,16
55,1,32,0,32
55,1,64,0,64
55,16,-64,0,66
55,16,-32,0,36
55,16,-16,0,22
55,16,-1,0,16
55,16,0,0,16
55,16,1,0,16
55,16,16,0,22
55,16,32,0,36
55,16,64,0,66
55,32,-64,0,72
55,32,-32,0,44
55,32,-16,0,36
55,32,-1,0,32
55,32,0,0,32
55,32,1,0,32
55,32,16,0,36
55,32,32,0,44
55,32,64,0,72
55,64,-64,0,88
55,64,-32,0,72
55,64,-16,0,66
55,64,-1,0,64
55,64,0,0,64
55,64,1,0,64
55,64,16,0,66
55,64,32,0,72
55,64,64,0,88
56,-64,-64,0,88
56,-64,-32,0,72
56,-64,-16,0,66
56,-64,-1,0,64
56,-64,0,0,64
56,-64,1,0,64
56,-64,16,0,66
56,-64,32,0,72
56,-64,64,0,88
56,-32,-64,0,72
56,-32,-32,0,44
56,-32,-16,0,36
56,-32,-1,0,32
56,-32,0,0,32
56,-32,1,0,32
56,-32,16,0,36
56,-32,32,0,44
56,-32,64,0,72
56,-16,-64,0,66
56,-16,-32,0,36
56,-16,-16,0,22
56,-16,-1,0,16
56,-16,0,0,16
56,-16,1,0,16
56,-16,16,0,22
56,-16,32,0,36
56,-16,64,0,66
56,-1,-64,0,64
56,-1,-32,0,32
56,-1,-16,0,16
56,-1,-1,0,1
56,-1,0,0,1
56,-1,1,0,1
56,-1,16,0,16
56,-1,32,0,32
56,-1,64,0,64
56,0,-64,0,64
56,0,-32,0,32
56,0,-16,0,16
56,0,-1,0,1
56,0,0,0,0
56,0,1,0,1
56,0,16,0,16
56,0,32,0,32
56,0,64,0,64
56,1,-64,0,64
56,1,-32,0,32
56,1,-16,0,16
56,1,-1,0,1
56,1,0,0,1
56,1,1,0,1
56,1,16,0,16
56,1,32,0,32
56,1,64,0,64
56,16,-64,0,66
56,16,-32,0,36
56,16,-16,0,22
56,16,-1,0,16
56,16,0,0,16
56,16,1,0,16
56,16,16,0,22
56,16,32,0,36
56,16,64,0,66
56,32,-64,0,72
56,32,-32,0,44
56,32,-16,0,36
56,32,-1,0,32
56,32,0,0,32
56,32,1,0,32
56,32,16,0,36
56,32,32,0,44
56,32,64,0,72
56,64,-64,0,88
56,64,-32,0,72
56,64,-16,0,66
56,64,-1,0,64
56,64,0,0,64
56,64,1,0,64
56,64,16,0,66
56,64,32,0,72
56,64,64,0,88
57,-64,-64,0,88
57,-64,-32,0,72
57,-64,-16,0,66
57,-64,-1,0,64
57,-64,0,0,64
57,-64,1,0,64
57,-64,16,0,66
57,-64,32,0,72
57,-64,64,0,88
57,-32,-64,0,72
57,-32,-32,0,44
57,-32,-16,0,36
57,-32,-1,0,32
57,-32,0,0,32
57,-32,1,0,32
57,-32,16,0,36
57,-32,32,0,44
57,-32,64,0,72
57,-16,-64,0,66
57,-16,-32,0,36
57,-16,-16,0,22
57,-16,-1,0,16
57,-16,0,0,16
57,-16,1,0,16
57,-16,16,0,22
57,-16,32,0,36
57,-16,64,0,66
57,-1,-64,0,64
57,-1,-32,0,32
57,-1,-16,0,16
57,-1,-1,0,1
57,-1,0,0,1
57,-1,1,0,1
57,-1,16,0,16
57,-1,32,0,32
57,-1,64,0,64
57,0,-64,0,64
57,0,-32,0,32
57,0,-16,0,16
57,0,-1,0,1
57,0,0,0,0
57,0,1,0,1
57,0,16,0,16
57,0,32,0,32
57,0,64,0,64
57,1,-64,0,64
57,1,-32,0,32
57,1,-16,0,16
57,1,-1,0,1
57,1,0,0,1
57,1,1,0,1
57,1,16,0,16
57,1,32,0,32
57,1,64,0,64
57,16,-64,0,66
57,16,-32,0,36
57,16,-16,0,22
57,16,-1,0,16
57,16,0,0,16
57,16,1,0,16
57,16,16,0,22
57,16,32,0,36
57,16,64,0,66
57,32,-64,0,72
57,32,-32,0,44
57,32,-16,0,36
57,32,-1,0,32
57,32,0,0,32
57,32,1,0,32
57,32,16,0,36
57,32,32,0,44
57,32,64,0,72
57,64,-64,0,88
57,64,-32,0,72
57,64,-16,0,66
57,64,-1,0,64
57,64,0,0,64
57,64,1,0,64
57,64,16,0,66
57,64,32,0,72
57,64,64,0,88
58,-64,-64,0,88
58,-64,-32,0,72
58,-64,-16,0,66
58,-64,-1,0,64
58,-64,0,0,64
58,-64,1,0,64
58,-64,16,0,66
58,-64,32,0,72
58,-64,64,0,88
58,-32,-64,0,72
58,-32,-32,0,44
58,-32,-16,0,36
58,-32,-1,0,32
58,-32,0,0,32
58,-32,1,0,32
58,-32,16,0,36
58,-32,32,0,44
58,-32,64,0,72
58,-16,-64,0,66
58,-16,-32,0,36
58,-16,-16,0,22
58,-16,-1,0,16
58,-16,0,0,16
58,-16,1,0,16
58,-16,16,0,22
58,-16,32,0,36
58,-16,64,0,66
58,-1,-64,0,64
58,-1,-32,0,32
58,-1,-16,0,16
58,-1,-1,0,1
58,-1,0,0,1
58,-1,1,0,1
58,-1,16,0,16
58,-1,32,0,32
58,-1,64,0,64
58,0,-64,0,64
58,0,-32,0,32
58,0,-16,0,16
58,0,-1,0,1
58,0,0,0,0
58,0,1,0,1
58,0,16,0,16
58,0,32,0,32
58,0,64,0,64
58,1,-64,0,64
58,1,-32,0,32
58,1,-16,0,16
58,1,-1,0,1
58,1,0,0,1
58,1,1,0,1
58,1,16,0,16
58,1,32,0,32
58,1,64,0,64
58,16,-64,0,66
58,16,-32,0,36
58,16,-16,0,22
58,16,-1,0,16
58,16,0,0,16
58,16,1,0,16
58,16,16,0,22
58,16,32,0,36
58,16,64,0,66
58,32,-64,0,72
58,32,-32,0,44
58,32,-16,0,36
58,32,-1,0,32
58,32,0,0,32
58,32,1,0,32
58,32,16,0,36
58,32,32,0,44
58,32,64,0,72
58,64,-64,0,88
58,64,-32,0,72
58,64,-16,0,66
58,64,-1,0,64
58,64,0,0,64
58,64,1,0,64
58,64,16,0,66
58,64,32,0,72
58,64,64,0,88
59,-64,-64,0,88
59,-64,-32,0,72
59,-64,-16,0,66
59,-64,-1,0,64
59,-64,0,0,64
59,-64,1,0,64
59,-64,16,0,66
59,-64,32,0,72
59,-64,64,0,88
59,-32,-64,0,72
59,-32,-32,0,44
59,-32,-16,0,36
59,-32,-1,0,32
59,-32,0,0,32
59,-32,1,0,32
59,-32,16,0,36
59,-32,32,0,44
59,-32,64,0,72
59,-16,-64,0,66
59,-16,-32,0,36
59,-16,-16,0,22
59,-16,-1,0,16
59,-16,0,0,16
59,-16,1,0,16
59,-16,16,0,22
59,-16,32,0,36
59,-16,64,0,66
59,-1,-64,0,64
59,-1,-32,0,32
59,-1,-16,0,16
59,-1,-1,0,1
59,-1,0,0,1
59,-1,1,0,1
59,-1,16,0,16
59,-1,32,0,32
59,-1,64,0,64
59,0,-64,0,64
59,0,-32,0,32
59,0,-16,0,16
59,0,-1,0,1
59,0,0,0,0
59,0,1,0,1
59,0,16,0,16
59,0,32,0,32
59,0,64,0,64
59,1,-64,0,64
59,1,-32,0,32
59,1,-16,0,16
59,1,-1,0,1
59,1,0,0,1
59,1,1,0,1
59,1,16,0,16
59,1,32,0,32
59,1,64,0,64
59,16,-64,0,66
59,16,-32,0,36
59,16,-16,0,22
59,16,-1,0,16
59,16,0,0,16
59,16,1,0,16
59,16,16,0,22
59,16,32,0,36
59,16,64,0,66
59,32,-64,0,72
59,32,-32,0,44
59,32,-16,0,36
59,32,-1,0,32
59,32,0,0,32
59,32,1,0,32
59,32,16,0,36
59,32,32,0,44
59,32,64,0,72
59,64,-64,0,88
59,64,-32,0,72
59,64,-16,0,66
59,64,-1,0,64
59,64,0,0,64
59,64,1,0,64
59,64,16,0,66
59,64,32,0,72
59,64,64,0,88
60,-64,-64,0,88
60,-64,-32,0,72
60,-64,-16,0,66
60,-64,-1,0,64
60,-64,0,0,64
60,-64,1,0,64
60,-64,16,0,66
60,-64,32,0,72
60,-64,64,0,88
60,-32,-64,0,72
60,-32,-32,0,44
60,-32,-16,0,36
60,-32,-1,0,32
60,-32,0,0,32
60,-32,1,0,32
60,-32,16,0,36
60,-32,32,0,44
60,-32,64,0,72
60,-16,-64,0,66
60,-16,-32,0,36
60,-16,-16,0,22
60,-16,-1,0,16
60,-16,0,0,16
60,-16,1,0,16
60,-16,16,0,22
60,-16,32,0,36
60,-16,64,0,66
60,-1,-64,0,64
60,-1,-32,0,32
60,-1,-16,0,16
60,-1,-1,0,1
60,-1,0,0,1
60,-1,1,0,1
60,-1,16,0,16
60,-1,32,0,32
60,-1,64,0,64
60,0,-64,0,64
60,0,-32,0,32
60,0,-16,0,16
60,0,-1,0,1
60,0,0,0,0
60,0,1,0,1
60,0,16,0,16
60,0,32,0,32
60,0,64,0,64
60,1,-64,0,64
60,1,-32,0,32
60,1,-16,0,16
60,1,-1,0,1
60,1,0,0,1
60,1,1,0,1
60,1,16,0,16
60,1,32,0,32
60,1,64,0,64
60,16,-64,0,66
60,16,-32,0,36
60,16,-16,0,22
60,16,-1,0,16
60,16,0,0,16
60,16,1,0,16
60,16,16,0,22
60,16,32,0,36
60,16,64,0,66
60,32,-64,0,72
60,32,-32,0,44
60,32,-16,0,36
60,32,-1,0,32
60,32,0,0,32
60,32,1,0,32
60,32,16,0,36
60,32,32,0,44
60,32,64,0,72
60,64,-64,0,88
60,64,-32,0,72
60,64,-16,0,66
60,64,-1,0,64
60,64,0,0,64
60,64,1,0,64
60,64,16,0,66
60,64,32,0,72
60,64,64,0,88
61,-64,-64,0,88
61,-64,-32,0,72
61,-64,-16,0,66
61,-64,-1,0,64
61,-64,0,0,64
61,-64,1,0,64
61,-64,16,0,66
61,-64,32,0,72
61,-64,64,0,88
61,-32,-64,0,72
61,-32,-32,0,44
61,-32,-16,0,36
61,-32,-1,0,32
61,-32,0,0,32
61,-32,1,0,32
61,-32,16,0,36
61,-32,32,0,44
61,-32,64,0,72
61,-16,-64,0,66
61,-16,-32,0,36
61,-16,-16,0,22
61,-16,-1,0,16
61,-16,0,0,16
61,-16,1,0,16
61,-16,16,0,22
61,-16,32,0,36
61,-16,64,0,66
61,-1,-64,0,64
61,-1,-32,0,32
61,-1,-16,0,16
61,-1,-1,0,1
61,-1,0,0,1
61,-1,1,0,1
61,-1,16,0,16
61,-1,32,0,32
61,-1,64,0,64
61,0,-64,0,64
61,0,-32,0,32
61,0,-16,0,16
61,0,-1,0,1
61,0,0,0,0
61,0,1,0,1
61,0,16,0,16
61,0,32,0,32
61,0,64,0,64
61,1,-64,0,64
61,1,-32,0,32
61,1,-16,0,16
61,1,-1,0,1
61,1,0,0,1
61,1,1,0,1
61,1,16,0,16
61,1,32,0,32
61,1,64,0,64
61,16,-64,0,66
61,16,-32,0,36
61,16,-16,0,22
61,16,-1,0,16
61,16,0,0,16
61,16,1,0,16
61,16,16,0,22
61,16,32,0,36
61,16,64,0,66
61,32,-64,0,72
61,32,-32,0,44
61,32,-16,0,36
61,32,-1,0,32
61,32,0,0,32
61,32,1,0,32
61,32,16,0,36
61,32,32,0,44
61,32,64,0,72
61,64,-64,0,88
61,64,-32,0,72
61,64,-16,0,66
61,64,-1,0,64
61,64,0,0,64
61,64,1,0,64
61,64,16,0,66
61,64,32,0,72
61,64,64,0,88
62,-64,-64,0,88
62,-64,-32,0,72
62,-64,-16,0,66
62,-64,-1,0,64
62,-64,0,0,64
62,-64,1,0,64
62,-64,16,0,66
62,-64,32,0,72
62,-64,64,0,88
62,-32,-64,0,72
62,-32,-32,0,44
62,-32,-16,0,36
62,-32,-1,0,32
62,-32,0,0,32
62,-32,1,0,32
62,-32,16,0,36
62,-32,32,0,44
62,-32,64,0,72
62,-16,-64,0,66
62,-16,-32,0,36
62,-16,-16,0,22
62,-16,-1,0,16
62,-16,0,0,16
62,-16,1,0,16
62,-16,16,0,22
62,-16,32,0,36
62,-16,64,0,66
62,-1,-64,0,64
62,-1,-32,0,32
62,-1,-16,0,16
62,-1,-1,0,1
62,-1,0,0,1
62,-1,1,0,1
62,-1,16,0,16
62,-1,32,0,32
62,-1,64,0,64
62,0,-64,0,64
62,0,-32,0,32
62,0,-16,0,16
62,0,-1,0,1
62,0,0,0,0
62,0,1,0,1
62,0,16,0,16
62,0,32,0,32
62,0,64,0,64
62,1,-64,0,64
62,1,-32,0,32
62,1,-16,0,16
62,1,-1,0,1
62,1,0,0,1
62,1,1,0,1
62,1,16,0,16
62,1,32,0,32
62,1,64,0,64
62,16,-64,0,66
62,16,-32,0,36
62,16,-16,0,22
62,16,-1,0,16
62,16,0,0,16
62,16,1,0,16
62,16,16,0,22
62,16,32,0,36
62,16,64,0,66
62,32,-64,0,72
62,32,-32,0,44
62,32,-16,0,36
62,32,-1,0,32
62,32,0,0,32
62,32,1,0,32
62,32,16,0,36
62,32,32,0,44
62,32,64,0,72
62,64,-64,0,88
62,64,-32,0,72
62,64,-16,0,66
62,64,-1,0,64
62,64,0,0,64
62,64,1,0,64
62,64,16,0,66
62,64,32,0,72
62,64,64,0,88
63,-64,-64,0,88
63,-64,-32,0,72
63,-64,-16,0,66
63,-64,-1,0,64
63,-64,0,0,64
63,-64,1,0,64
63,-64,16,0,66
63,-64,32,0,72
63,-64,64,0,88
63,-32,-64,0,72
63,-32,-32,0,44
63,-32,-16,0,36
63,-32,-1,0,32
63,-32,0,0,32
63,-32,1,0,32
63,-32,16,0,36
63,-32,32,0,44
63,-32,64,0,72
63,-16,-64,0,66
63,-16,-32,0,36
63,-16,-16,0,22
63,-16,-1,0,16
63,-16,0,0,16
63,-16,1,0,16
63,-16,16,0,22
63,-16,32,0,36
63,-16,64,0,66
63,-1,-64,0,64
63,-1,-32,0,32
